title;bibtex;url;year;num_citations;num_versions;url_pdf;url_citations;url_versions;excerpt;type
Griscelli syndrome restricted to hypopigmentation results from a melanophilin defect (GS3) or a MYO5A F-exon deletion (GS1);Menasche2003GriscelliSR;https://www.jci.org/articles/view/18264;2003;325;16;None;http://scholar.google.com/scholar?cites=14253773057230805761&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14253773057230805761&hl=en&as_sdt=0,5;… This work was supported by grants from INSERM, l'Association de Recherche surle Cancer, and l'Association Vaincre les Maladies Lysosomales. Footnotes ChenHsuan Ho and Ozden Sanal contributed equally to this work … ;bourse
Molecular characterization of CTNS deletions in nephropathic cystinosis: development of a PCR-based detection assay;Forestier1999MolecularCO;https://www.sciencedirect.com/science/article/pii/S0002929707620527;1999;89;12;None;http://scholar.google.com/scholar?cites=3614005184661917426&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3614005184661917426&hl=en&as_sdt=0,5;… This study was supported, in France, by the association Vaincre les Maladies Lysosomales,INSERM (program APEX), and by the Association pour l'Utilisation du Rein Artificiel, and, in theUK, by the Medical Research Council, the National Kidney Research Fund, and the … ;bourse
An update on canine adenovirus type 2 and its vectors;Bru2010AnUO;https://www.mdpi.com/1999-4915/2/9/2134;2010;75;14;None;http://scholar.google.com/scholar?cites=13022685739393165544&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13022685739393165544&hl=en&as_sdt=0,5;… under grant agreement n° 222992 – BrainCAV, the Fondation de France, the RegionLanguedoc Roussillon, Association Francaise contre les Myopathies, Vaincre lesMaladies Lysosomales, Association pour la Recherche … ;bourse
Collaborative study of the molecular epidemiology of Tay-Sachs disease in Europe;Akli1993CollaborativeSO;https://www.nature.com/articles/000472416;1993;19;4;None;http://scholar.google.com/scholar?cites=12466635417535094291&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=12466635417535094291&hl=en&as_sdt=0,5;Tay-Sachs disease is a lipidosis due to the deficiency of the lysosomal hexosaminidase A. Inorder to understand the molecular mechanisms of this enzyme deficiency we studied 42 patientsof different ethnic origins diagnosed in Europe. The strategy used consists in HEXA cDNA … ;?
Immortalization of murine muscle cells from lysosomal α-glucosidase deficient mice: A new tool to study pathophysiology and assess therapeutic strategies for Pompe …;DouillardGuilloux2009ImmortalizationOM;https://www.sciencedirect.com/science/article/pii/S0006291X09015605;2009;11;6;None;http://scholar.google.com/scholar?cites=10623841946153281804&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=10623841946153281804&hl=en&as_sdt=0,5;… Acknowledgments. This work was supported by INSERM and the Association Vaincreles Maladies Lysosomales (VML). ER was supported by post-doctoral fellowships fromVML and the Association Française contre les Myopathies (AFM) … ;bourse
Mannose 6‐phosphonate labelling: A key for processing the therapeutic enzyme in Pompe disease;Godefroy2019Mannose6L;https://onlinelibrary.wiley.com/doi/abs/10.1111/jcmm.14516;2019;0;5;None;None;http://scholar.google.com/scholar?cluster=5060941755368212078&hl=en&as_sdt=0,5;… by Association Nationale Recherche Technologie grant 2016/0628 and grant 2016/0629, byAPPI grant N°DOS0026362/00 from BPI, by NanoMedSyn and by Occitanie‐Midi Pyrénées Regiongrant PILE 180060 and PILE 180064, by Vaincre les Maladies Lysosomales Suisse … ;bourse suisse
Subcellular localization of the Gαi3 protein and G alpha interacting protein, two proteins involved in the control of macroautophagy in human colon cancer HT-29 cells;Petiot1999SubcellularLO;https://portlandpress.com/biochemj/article-abstract/337/2/289/34412;1999;41;6;None;http://scholar.google.com/scholar?cites=1894135756797669348&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=1894135756797669348&hl=en&as_sdt=0,5;… This work was supported by institutional funding from the Institut National de la Sante! et dela Recherche Me!dicale (INSERM) and by grants from the Association pour la Recherchesur le Cancer and the Association Vaincre les Maladies Lysosomales … ;bourse
Niemann-Pick disease type C: spectrum of HE1 mutations and genotype/phenotype correlations in the NPC2 group;Millat2001NiemannPickDT;https://www.sciencedirect.com/science/article/pii/S0002929707613172;2001;151;14;None;http://scholar.google.com/scholar?cites=13640243440556037584&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13640243440556037584&hl=en&as_sdt=0,5;… This research was supported by a grant from Vaincre les Maladies Lysosomales and a grantfrom Institut National de la Santé et de la Recherche Médicale (INSERM) (both to MTV), by acooperation program between INSERM and the Japanese Society for the Promotion of … ;bourse
Natural ceramide is unable to escape the lysosome, in contrast to a fluorescent analogue;Chatelut1998NaturalCI;https://febs.onlinelibrary.wiley.com/doi/abs/10.1016/S0014-5793(98)00325-1;1998;82;11;None;http://scholar.google.com/scholar?cites=14335713445152132322&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14335713445152132322&hl=en&as_sdt=0,5;Skip to Main Content … ;?
Gene transfer in murine MPS IIIA using canine adenoviral vectors.;Lau2007GeneTI;https://digital.library.adelaide.edu.au/dspace/handle/2440/49475;2007;0;0;None;None;None;… This work was funded by a NHMRC Dora Lush Biomedical Postgraduate Scholarship. TheAssociation Française Contre les Myopathies and the Vaincre les Maladies Lysosomales arealso acknowledged for their financial support of the work conducted in Montpellier … ;bourse
Synthesis of 4-O-glycosylated 1-deoxynojirimycin derivatives as disaccharide mimics-based inhibitors of human β-glucocerebrosidase;Boucheron2007SynthesisO4;https://www.sciencedirect.com/science/article/pii/S0008621507001395;2007;24;7;None;http://scholar.google.com/scholar?cites=13907171727190297059&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13907171727190297059&hl=en&as_sdt=0,5;… Acknowledgments. Financial support of this study by Grants from CNRS, the FrenchDepartment of Research, the associations 'Vaincre les Maladies Lysosomales' and 'AFM'(Association Française contre les Myopathies) is gratefully acknowledged … ;bourse
Gene therapy of the brain in the dog model of Hurler's syndrome;Ciron2006GeneTO;https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.20870;2006;96;6;None;http://scholar.google.com/scholar?cites=11245730602650244887&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=11245730602650244887&hl=en&as_sdt=0,5;Skip to Main Content … ;?
Niemann–Pick C disease: functional characterization of three NPC2 mutations and clinical and molecular update on patients with NPC2;Vrot2007NiemannPickCD;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-0004.2007.00782.x;2007;60;7;None;http://scholar.google.com/scholar?cites=3424340571814793823&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3424340571814793823&hl=en&as_sdt=0,5;Skip to Main Content … ;?
Molecular analysis of the acid sphingomyelinase deficiency in a family with an intermediate form of Niemann-Pick disease.;Ferlinz1995MolecularAO;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1801117/;1995;27;5;None;http://scholar.google.com/scholar?cites=4230119052482521581&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4230119052482521581&hl=en&as_sdt=0,5;Page 1. Am. J. Hum. Genet. 56:1343-1349, 1995 Molecular Analysis of the AcidSphingomyelinase Deficiency in a Family with an Intermediate Form of Niemann-Pick DiseaseK. Ferlinz,' R. Hurwitz,' M. Weiler,' K. Suzuki,2 K. Sandhoff,' and MT Vanier3 … ;?
In Vivo Delivery of Human α-l-Iduronidase in Mice Implanted with Neo-Organs;Salvetti1995InVD;https://www.liebertpub.com/doi/abs/10.1089/hum.1995.6.9-1153;1995;24;5;None;http://scholar.google.com/scholar?cites=4374501390816860785&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4374501390816860785&hl=en&as_sdt=0,5;"… This work was supported by grant from the Pasteur Institote, ""Vaincre les MaladiesLysosomales,"" flie Minist&re de I'Enseignement superieur et de la Recherche, andthe Institat National de la Sant6 et de la Recherche M6dicale … ";bourse
Muscle as a putative producer of acid α-glucosidase for glycogenosis type II gene therapy;MartinTouaux2002MuscleAA;https://academic.oup.com/hmg/article-abstract/11/14/1637/2355485;2002;40;11;None;http://scholar.google.com/scholar?cites=14985946829862285403&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14985946829862285403&hl=en&as_sdt=0,5;Abstract. Glycogenosis type II (GSD II) is a lysosomal disorder affecting skeletal and cardiacmuscle. In the infantile form of the disease, patients display c.;?
What is CAR doing in the middle of the adult neurogenic road?;Salinas2017WhatIC;https://www.tandfonline.com/doi/abs/10.1080/23262133.2017.1304790;2017;2;7;None;http://scholar.google.com/scholar?cites=7751124725161783444&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=7751124725161783444&hl=en&as_sdt=0,5;… This work was supported, in part, by France Parkinson, Brain- CAV (EU-FP7 contract #292222),BrainVectors (EU-FP7 con- tract #286071), Université de Montpellier, IGMM, LabEx/ EpiGenMed,Vaincre les Maladies Lysosomales, and Associa- tion pour la Recherche sur la … ;bourse
The diagnostic journey of patients with mucopolysaccharidosis I: a real-world survey of patient and physician experiences;Bruni2016TheDJ;https://www.sciencedirect.com/science/article/pii/S2214426916300544;2016;19;7;None;http://scholar.google.com/scholar?cites=9860087052323433700&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=9860087052323433700&hl=en&as_sdt=0,5;"… The authors thank the patients, families and physicians for their participation, and the followingpatient advocacy groups: Vaincre les Maladies Lysosomales, France - www.vml-asso.org; Societyfor Mucopolysaccharide Diseases, United Kingdom - www.mpssociety.org.uk … ";bourse
Intravenous administration of scAAV9-Hexb normalizes lifespan and prevents pathology in Sandhoff disease mice;Niemir2018IntravenousAO;https://academic.oup.com/hmg/article-abstract/27/6/954/4793002;2018;4;5;None;http://scholar.google.com/scholar?cites=6397470205603801213&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6397470205603801213&hl=en&as_sdt=0,5;Abstract. Sandhoff disease (SD) is a rare inherited disorder caused by a deficiency ofβ-hexosaminidase activity which is fatal because no effective treatment.;?
Cathepsin K inhibitors for osteoporosis and potential off-target effects;Brmme2009CathepsinKI;https://www.tandfonline.com/doi/abs/10.1517/13543780902832661;2009;178;8;None;http://scholar.google.com/scholar?cites=14270698356206664326&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14270698356206664326&hl=en&as_sdt=0,5;Page 1. Review 10.1517/13543780902832661 © 2009 Informa UK Ltd ISSN1354-3784 585 All rights reserved: reproduction in whole or in part not permittedCathepsin K inhibitors for osteoporosis and potential off-target effects … ;?
Oligosaccharide transport: pumping waste from the ER into lysosomes;Moore1999OligosaccharideTP;https://www.sciencedirect.com/science/article/pii/S0962892499016487;1999;58;8;None;http://scholar.google.com/scholar?cites=7377113299839253115&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=7377113299839253115&hl=en&as_sdt=0,5;… Work performed in the author's laboratory was supported by institutional funding from the InstitutNational de la Santé et de la Recherche Médicale (INSERM) and by a grant from the AssociationVaincre les Maladies Lysosomales. Recommended articles Citing articles (0) … ;bourse
Active cathepsins B, H, K, L and S in human inflammatory bronchoalveolar lavage fluids;ServeauAvesque2006ActiveCB;https://onlinelibrary.wiley.com/doi/abs/10.1042/BC20040512;2006;62;8;None;http://scholar.google.com/scholar?cites=13830874591829038422&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13830874591829038422&hl=en&as_sdt=0,5;… as described by Lalmanach et al. (1992). Acknowledgments. This work wassupported by 'Vaincre les Maladies Lysosomales' (Evry, France), and by a grantfrom Biotechnocentre (Fondjouan, France). We are grateful to Dr D … ;bourse
The intrinsic factor-vitamin B12 receptor and target of teratogenic antibodies is a megalin-binding peripheral membrane protein with homology to developmental …;Moestrup1998TheIF;http://www.jbc.org/content/273/9/5235.short;1998;251;8;None;http://scholar.google.com/scholar?cites=6609849161367369165&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6609849161367369165&hl=en&as_sdt=0,5;Advertisement. Advertisement: Do's and don'ts of data presentation. TheJournal of Biological Chemistry Sign In » Search by Keyword Author YearVol Page Advanced Search ». Skip to main page content … ;?
Mutations in sialidosis impair sialidase binding to the lysosomal multienzyme complex;Lukong2001MutationsIS;http://www.jbc.org/content/276/20/17286.short;2001;39;8;None;http://scholar.google.com/scholar?cites=11652810384534978398&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=11652810384534978398&hl=en&as_sdt=0,5;… Footnotes. ↵* This work was supported by operating grants from Canadian Institutes of HealthResearch (FRN-15079), Fonds de La Recherche en Santé du Québec, and Vaincre les MaladiesLysosomales Foundation (France) to (AVP).The costs of publication of this article … ;bourse
Phenotypic rescue after adeno‐associated virus‐mediated delivery of 4‐sulfatase to the retinal pigment epithelium of feline mucopolysaccharidosis VI;Ho2002PhenotypicRA;https://onlinelibrary.wiley.com/doi/abs/10.1002/jgm.302;2002;45;6;None;http://scholar.google.com/scholar?cites=18362252880318969322&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=18362252880318969322&hl=en&as_sdt=0,5;Skip to Main Content … ;?
A family with visceral course of Niemann-Pick disease, macular halo syndrome and low sphingomyelin degradation rate;Sperl1994AFW;https://link.springer.com/article/10.1007/BF00735404;1994;16;8;None;http://scholar.google.com/scholar?cites=8438063147120240896&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=8438063147120240896&hl=en&as_sdt=0,5;… editorial assistance. Supported by grants from Vaincre les Maladies Lysosomalesand INSERM (U 189) and by the Austrian Fonds zur F6rderung der wissenschaftlichenForschung, Project 7848 MED. REFERENCES Beaudet … ;bourse
Clinical, morphological, and molecular aspects of sialic acid storage disease manifesting in utero;Froissart2005ClinicalMA;https://jmg.bmj.com/content/42/11/829.short;2005;34;13;None;http://scholar.google.com/scholar?cites=8113833982213080693&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=8113833982213080693&hl=en&as_sdt=0,5;Skip to main content. We use cookies to improve our service and to tailor our content andadvertising to you. More info You can manage your cookie settings via your browser at any time.To learn more about how we use cookies, please see our cookies policy … ;?
Apoptosis and activation of the sphingomyelin-ceramide pathway induced by oxidized low density lipoproteins are not causally related in ECV-304 endothelial cells;EscargueilBlanc1998ApoptosisAA;http://www.jbc.org/content/273/42/27389.short;1998;62;5;None;http://scholar.google.com/scholar?cites=12982341677855773111&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=12982341677855773111&hl=en&as_sdt=0,5;Advertisement. Advertisement: Do's and don'ts of data presentation. TheJournal of Biological Chemistry Sign In » Search by Keyword Author YearVol Page Advanced Search ». Skip to main page content … ;?
Role of patient support groups in lysosomal storage diseases;Lavery2006RoleOP;https://www.ncbi.nlm.nih.gov/books/NBK11585/;2006;4;2;None;http://scholar.google.com/scholar?cites=5991647675402965712&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5991647675402965712&hl=en&as_sdt=0,5;… 42imous@nenithel_ikkieh. France. Vaincre les Maladies Lysosomales, 2 Ter avenuede France, 91300 Massy, Tel: +33 1 69 75 40 30, Fax: +33 1 60 11 15 83, Email:gro.ossa-lmv@lmv, www.vml-asso.org. Germany. Gesellschaft … ;?
Canine adenovirus type 2 vector generation via I-Sce1-mediated intracellular genome release;Ibanes2013CanineAT;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3731271/;2013;13;12;None;http://scholar.google.com/scholar?cites=4523885523317208011&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4523885523317208011&hl=en&as_sdt=0,5;"… Commission through European Community's 7th Framework Program (FP7/2007–2013; grant222992, BrainCAV), the Region Languedoc Roussillon (ARPE and CTP 115277), the Fondationde France (grant number 2008005416), Vaincre les Maladies Lysosomales (VML) … ";bourse
Evaluation of miglustat treatment in patients with type III mucopolysaccharidosis: a randomized, double-blind, placebo-controlled study;Guffon2011EvaluationOM;https://www.sciencedirect.com/science/article/pii/S0022347611004094;2011;29;10;None;http://scholar.google.com/scholar?cites=3477705197469401875&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3477705197469401875&hl=en&as_sdt=0,5;… We would like to acknowledge the participation of study patients and their familiesand the expert assistance of all study site coordinators and staff and the MPS Societyand VML (Vaincre les Maladies Lysosomales) France … ;bourse
Primary adult human astrocytes as an ex vivo vehicle for β-glucuronidase delivery in the brain;Serguera2001PrimaryAH;https://www.sciencedirect.com/science/article/pii/S1525001601903193;2001;26;11;None;http://scholar.google.com/scholar?cites=1677263631421794719&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=1677263631421794719&hl=en&as_sdt=0,5;… This work was funded by the CNRS, le Conseil Régional d'Ile-de-France, the AFM, andVaincre les Maladies Lysosomales. Che Serguera and C. Sarkis were supported by VMLand the AFM. Recommended articles Citing articles (0). References … ;bourse
Visual BLAST and visual FASTA: graphic workbenches for interactive analysis of full BLAST and FASTA outputs under MICROSOFT WINDOWS 95/NT;Durand1997VisualBA;https://academic.oup.com/bioinformatics/article-abstract/13/4/407/274716;1997;31;11;None;http://scholar.google.com/scholar?cites=15708947116241312387&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=15708947116241312387&hl=en&as_sdt=0,5;… 1997 Acknowledgements We thank Isabelle Callebaut and Nathalie Colloc'h for helpfuldiscussions and critical reading of the manuscript. This work was supported by the AssociationVaincre les Maladies Lysosomales (VML) (Evry, France) through a PhD grant to PD … ;bourse
Congenital disorders of glycosylation type Ig is defined by a deficiency in dolichyl-P-mannose: Man7GlcNAc2-PP-dolichyl mannosyltransferase;Chantret2002CongenitalDO;http://www.jbc.org/content/277/28/25815.short;2002;85;7;None;http://scholar.google.com/scholar?cites=16517144645321681027&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=16517144645321681027&hl=en&as_sdt=0,5;Advertisement. Advertisement: Do's and don'ts of data presentation. TheJournal of Biological Chemistry Sign In » Search by Keyword Author YearVol Page Advanced Search ». Skip to main page content … ;?
The targeting of cystinosin to the lysosomal membrane requires a tyrosine-based signal and a novel sorting motif;Cherqui2001TheTO;http://www.jbc.org/content/276/16/13314.short;2001;132;9;None;http://scholar.google.com/scholar?cites=15827869402430124254&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=15827869402430124254&hl=en&as_sdt=0,5;Advertisement. Advertisement: Do's and don'ts of data presentation. TheJournal of Biological Chemistry Sign In » Search by Keyword Author YearVol Page Advanced Search ». Skip to main page content … ;?
Severity of phenotype in cystinosis varies with mutations in the CTNS gene: predicted effect on the model of cystinosin;Attard1999SeverityOP;https://academic.oup.com/hmg/article-abstract/8/13/2507/651654;1999;125;9;None;http://scholar.google.com/scholar?cites=6232251087490752596&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6232251087490752596&hl=en&as_sdt=0,5;Page 1. G 1999 O ford University Press Human Molecular (Genetics, / 999, Vol. 8,No. / 3 2507.–2514 Severity of phenotype in cystinosis varies with mutations in theCTNS gene: predicted effect on the model of cystinosin Marlene … ;?
Niemann–Pick type C disease: importance of N-glycosylation sites for function and cellular location of the NPC2 protein;Chikh2004NiemannPickTC;https://www.sciencedirect.com/science/article/pii/S1096719204001593;2004;61;9;None;http://scholar.google.com/scholar?cites=3836149948644151675&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3836149948644151675&hl=en&as_sdt=0,5;… Acknowledgments. KC was the recipient of a fellowship from Fondation pour la RechercheMédicale (FRM). This work was further supported by Vaincre les Maladies Lysosomales (VML)and INSERM. Recommended articles Citing articles (0). References … ;bourse
Traitement de la maladie de Fabry: succès, échecs, espoirs;Lidove2016TraitementDL;https://www.sciencedirect.com/science/article/pii/S1769725516000341;2016;0;4;None;None;http://scholar.google.com/scholar?cluster=12366701490514586676&hl=en&as_sdt=0,5;Skip to main content Skip to article … ;?
Sulfatide and Sphingomyelin Loading of Living Cells as Tools for the Study of Ceramide Turnover by Lysosomal Ceramidase-Implications for the Diagnosis of Farber …;Levade1995SulfatideAS;https://www.sciencedirect.com/science/article/pii/S1077315085710174;1995;9;6;None;http://scholar.google.com/scholar?cites=6183013328658507756&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6183013328658507756&hl=en&as_sdt=0,5;… This work was supported by grants from INSERM (CJF 9206), Université Paul Sabatier (Tou-louse, France, JE DRED 174) and the association “Vaincre les Maladies Lysosomales.”REFERENCES 1. Morell P, Braun P. Biosynthesis and metabolic degradation of sphingolipids … ;bourse
Cystinosin, the protein defective in cystinosis, is a H+‐driven lysosomal cystine transporter;Kalatzis2001CystinosinTP;https://www.embopress.org/doi/full/10.1093/emboj/20.21.5940;2001;244;9;None;http://scholar.google.com/scholar?cites=1576748416401777363&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=1576748416401777363&hl=en&as_sdt=0,5;Cystinosis is an inherited lysosomal storage disease characterized by defectivetransport of cystine out of lysosomes. However, the causative gene, CTNS,encodes a seven transmembrane domain lysoso...;?
Retrovirus-mediated enzymatic correction of Tay-Sachs defect in transduced and non-transduced cells;Guidotti1998RetrovirusmediatedEC;https://academic.oup.com/hmg/article-abstract/7/5/831/757553;1998;22;8;None;http://scholar.google.com/scholar?cites=13081819195758456199&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13081819195758456199&hl=en&as_sdt=0,5;Abstract. Tay-Sachs disease is a severe neurodegenerative disorder due to mutations in theHEXA gene coding for the α-chain of the α-β heterodimeric lysosomal.;?
Characterization of seven novel mutations on the HEXB gene in French Sandhoff patients;Gaignard2013CharacterizationOS;https://www.sciencedirect.com/science/article/pii/S0378111912012334;2013;17;7;None;http://scholar.google.com/scholar?cites=3946668574534249471&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3946668574534249471&hl=en&as_sdt=0,5;… NN was supported by a doctoral fellowship from the Association Française contre lesMyopathies (AFM) and the association Vaincre les Maladies Lysosomales (VML).Recommended articles Citing articles (0). References. Adzhubei … ;bourse
Diagnosis, quality of life, and treatment of patients with Hunter syndrome in the French healthcare system: a retrospective observational study;Guffon2015DiagnosisQO;https://link.springer.com/article/10.1186/s13023-015-0259-0;2015;35;15;None;http://scholar.google.com/scholar?cites=6005352328079301222&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6005352328079301222&hl=en&as_sdt=0,5;"… professional psychological counseling. Thirty-seven (72.5%) were members of apatients' association, all of whom were members of Vaincre les Maladies Lysosomales;5 were also members of another association. The benefits … ";ref asso
Lipids in predentine and dentine;Goldberg1995LipidsIP;https://www.tandfonline.com/doi/abs/10.3109/03008209509016989;1995;19;5;None;http://scholar.google.com/scholar?cites=5666700679626844782&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5666700679626844782&hl=en&as_sdt=0,5;… We are grateful for research grants from the University Kent? Descartes, Paris V, and the Fondation“Vaincre les Maladies Lysosomales.” REFERENCES 1. Hess, WC, Lee, CY, and Peckham, S.C. (1956). J. Dent. Res. 2. Shapiro, I. M.. Wuthier. RE, and Irving, J. T. (1966). Arch … ;bourse
Increased activities of cathepsin B and other lysosomal hydrolases in fibroblasts and bone tissue cultured in the presence of cysteine proteinases inhibitors;Montenez1994IncreasedAO;https://www.sciencedirect.com/science/article/pii/0024320594006598;1994;17;7;None;http://scholar.google.com/scholar?cites=17659135181397804267&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=17659135181397804267&hl=en&as_sdt=0,5;… This work was supported by the Fonds de la Recherche Scientifique Mrdicale (grant no.3.4553.88F) and the French Association Vaincre les Maladies Lysosomales. The authors thankMs MC Cambier and Mrs J. Jacquemin-Wille for expert technical assistance. References … ;bourse
Significance of two point mutations present in each HEXB allele of patients with adult GM2 gangliosidosis (Sandhoff disease) Homozygosity for the Ile207→ Val …;RedonnetVernhet1996SignificanceOT;https://www.sciencedirect.com/science/article/pii/S0925443996000440;1996;24;9;None;http://scholar.google.com/scholar?cites=12320921761543862783&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=12320921761543862783&hl=en&as_sdt=0,5;… We also thank Dr. M. Potier for critical reading of the manuscript and Dr. E. Bieth for helpfulsuggestions concerning PSM. This study was supported by grants from INSERM (CJF 9206)and the association 'Vaincre les Maladies Lysosomales'. References … ;bourse
Potential role for ceramide in mitogen-activated protein kinase activation and proliferation of vascular smooth muscle cells induced by oxidized low density lipoprotein;Aug1998PotentialRF;http://www.jbc.org/content/273/21/12893.short;1998;91;6;None;http://scholar.google.com/scholar?cites=1606648014861736707&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=1606648014861736707&hl=en&as_sdt=0,5;Advertisement. Advertisement: Do's and don'ts of data presentation. TheJournal of Biological Chemistry Sign In » Search by Keyword Author YearVol Page Advanced Search ». Skip to main page content … ;?
Partial phenotypic correction and immune tolerance induction to enzyme replacement therapy after hematopoietic stem cell gene transfer of α‐glucosidase in Pompe …;DouillardGuilloux2009PartialPC;https://onlinelibrary.wiley.com/doi/abs/10.1002/jgm.1305;2009;27;3;None;http://scholar.google.com/scholar?cites=4219013138506385784&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4219013138506385784&hl=en&as_sdt=0,5;… Acknowledgements. This work was supported by INSERM, the Association Vaincre lesMaladies Lysosomales (VML) and the Association Française contre les Myopathies (AFM).ER was supported by a post‐doctoral fellowship from VML and AFM … ;bourse
Mice deficient in Neu4 sialidase exhibit abnormal ganglioside catabolism and lysosomal storage;Seyrantepe2008MiceDI;https://academic.oup.com/hmg/article-abstract/17/11/1556/598322;2008;48;15;None;http://scholar.google.com/scholar?cites=13636779091171178488&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13636779091171178488&hl=en&as_sdt=0,5;Abstract. Mammalian sialidase Neu4, ubiquitously expressed in human tissues, is located inthe lysosomal and mitochondrial lumen and has broad substrate specif.;?
Differential sorting of lysosomal enzymes in mannose 6‐phosphate receptor‐deficient fibroblasts.;Ludwig1994DifferentialSO;https://www.embopress.org/doi/abs/10.1002/j.1460-2075.1994.tb06648.x;1994;159;13;None;http://scholar.google.com/scholar?cites=4925180602609639279&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4925180602609639279&hl=en&as_sdt=0,5;Page 1. The EMBO Journal vol.13 no.15 pp.3430-3437, 1994 Differential sortingof lysosomal enzymes in mannose 6-phosphate receptor-deficient fibroblasts ThomasLudwig', Helene Munier-Lehmann, Ulrike Bauer, Michael … ;?
Canine adenovirus vectors for lung-directed gene transfer: efficacy, immune response, and duration of transgene expression using helper-dependent vectors;Keriel2006CanineAV;https://jvi.asm.org/content/80/3/1487.short;2006;48;12;None;http://scholar.google.com/scholar?cites=11323969785673805548&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=11323969785673805548&hl=en&as_sdt=0,5;None;?
